label_id,cpu_usage_percent,ram_usage_percent,disk_read_mb,disk_write_mb,network_sent_mb,network_recv_mb
1,4.5,56.4,0.0469,0.1211,0.0015,0.0036
1,3.1,56.4,0.3125,1.1914,0.0003,0.0016
1,3.6,56.4,0.0781,0.168,0.0,0.0
1,6.9,56.4,0.0625,0.1523,0.0,0.0
1,5.1,56.6,0.0156,0.1484,0.0,0.0
1,4.2,56.4,0.082,0.3086,0.0002,0.0002
1,3.5,56.4,0.0312,0.2695,0.0,0.0
1,1.4,56.4,0.0312,0.0859,0.0,0.0
1,2.8,56.3,0.3828,0.2305,0.0,0.0
1,1.5,56.3,0.0156,0.1523,0.0,0.0
1,5.1,56.3,0.0469,0.1328,0.0,0.0
1,3.3,56.3,0.0469,0.125,0.0,0.0
1,2.1,56.3,0.0469,0.125,0.0,0.0
1,2.9,56.3,0.0469,0.1172,0.0,0.0
1,3.0,56.3,0.0625,0.1875,0.0,0.0
1,7.4,56.4,0.0781,0.4141,0.0,0.0
1,3.0,56.4,0.1094,0.1797,0.0,0.0
1,2.8,56.4,0.0156,0.207,0.0,0.0
1,9.3,56.4,0.0938,0.2188,0.0,0.0027
1,5.2,56.4,0.0156,0.0898,0.0,0.0014
1,10.5,56.3,0.0469,0.2422,0.0,0.0014
1,8.8,56.3,0.0469,0.1289,0.0,0.0
1,8.0,56.3,0.0469,0.1211,0.0,0.0014
1,14.6,56.3,0.0469,0.1211,0.0,0.0
1,3.3,56.3,0.0469,0.1367,0.0,0.0014
1,7.8,56.3,0.0469,0.2539,0.0,0.0
1,2.4,56.3,0.0312,0.1328,0.0,0.0007
1,2.9,56.3,0.0469,0.1367,0.0,0.0
1,2.6,56.3,0.2031,0.1719,0.0,0.0
1,7.5,56.5,1.4844,0.1172,0.0,0.0
1,12.6,56.6,2.7603,0.3359,0.0014,0.0034
1,9.1,56.5,0.7153,0.1562,0.0003,0.0021
1,5.3,56.5,0.0469,0.125,0.0,0.0002
1,6.6,56.5,0.0469,0.2305,0.0,0.0002
1,3.8,56.5,0.1094,0.125,0.0,0.0
1,8.8,56.6,0.0469,0.1719,0.0,0.0
1,15.2,56.4,0.0938,0.5078,0.0001,0.0002
1,9.0,56.4,0.0625,0.207,0.0,0.0
1,9.1,56.5,0.0781,0.1719,0.0,0.0
1,4.0,56.5,0.0156,0.0898,0.0,0.0
1,2.7,56.4,0.1758,0.4219,0.0,0.0
1,2.6,56.4,0.1719,0.5859,0.0,0.0
1,3.2,56.4,0.0156,0.0664,0.0,0.0
1,4.4,56.4,0.0625,0.1094,0.0,0.0
1,4.0,56.3,0.0156,0.1016,0.0,0.0
1,3.6,56.4,0.0469,0.1406,0.0,0.0
1,8.8,56.4,0.0938,0.5,0.0,0.0
1,2.3,56.3,0.0312,0.2891,0.0,0.0
1,3.5,56.3,0.876,0.2305,0.0,0.0
1,2.5,56.3,0.0625,0.3242,0.0,0.0
1,4.4,56.3,0.0469,0.1367,0.0,0.0001
1,3.4,56.3,0.0781,0.1953,0.0,0.0
1,2.9,56.4,0.0312,0.4023,0.0,0.0
1,3.2,56.4,0.0469,0.1367,0.0,0.0006
1,2.1,56.4,0.0469,0.1211,0.0,0.0021
1,2.3,56.4,0.0469,0.1289,0.0,0.0011
1,7.9,56.6,0.0469,0.1836,0.0,0.0
1,3.7,56.4,0.0781,0.2891,0.0,0.0011
1,3.4,56.4,0.0469,0.1328,0.0,0.0
1,3.1,56.4,0.0469,0.1289,0.0,0.0
1,6.5,56.4,0.0469,0.1016,0.0008,0.0002
1,1.6,56.4,0.0,0.0312,0.001,0.0062
1,5.0,56.4,0.0938,0.3516,0.0,0.0
1,2.1,56.4,0.0156,0.0898,0.0,0.0
1,3.1,56.4,0.0469,0.1406,0.0,0.0
1,3.4,56.3,0.0469,0.2305,0.0002,0.0002
1,3.2,56.3,0.0469,0.1719,0.0,0.0
1,9.1,56.3,0.0938,0.418,0.0,0.0
1,2.5,56.3,0.0625,0.1992,0.0,0.0
1,2.2,56.3,0.1719,0.4023,0.0,0.0011
1,3.6,56.3,0.0469,0.1367,0.0,0.0001
1,2.3,56.3,0.0625,0.1602,0.0,0.0
1,3.1,56.3,0.0469,0.1289,0.0,0.0
1,2.2,56.3,0.0469,0.1328,0.0,0.0
1,4.1,56.3,0.0469,0.1211,0.0,0.0
1,4.9,56.3,0.0469,0.1328,0.0,0.0
1,2.7,56.3,0.0469,0.2344,0.0,0.0
1,6.5,56.3,0.0469,0.3047,0.0,0.0
1,2.1,56.3,0.0469,0.1367,0.0,0.0
1,3.6,56.3,0.0469,0.2266,0.0,0.0001
1,1.5,56.3,0.0,0.0352,0.0,0.0
1,2.4,56.3,0.0469,0.3477,0.0,0.0
1,3.5,56.3,0.0469,0.1836,0.0,0.0
1,4.5,56.3,0.0469,0.125,0.0022,0.0073
1,5.6,56.3,0.0469,0.125,0.0,0.0003
1,2.4,56.3,0.0469,0.125,0.0,0.0011
1,4.4,56.3,0.0469,0.125,0.0,0.0
1,10.6,56.7,9.9458,1.0234,0.0,0.0
1,11.7,56.6,0.5068,0.9727,0.0088,0.0272
1,5.5,56.5,1.3438,1.1602,0.0039,0.0108
1,2.4,56.5,0.5586,0.1367,0.0027,0.0108
1,3.5,56.5,0.0625,0.3594,0.0003,0.002
1,1.9,56.5,0.0781,0.207,0.0001,0.0001
1,3.3,56.5,0.3594,0.1797,0.0,0.0
1,3.1,56.5,0.0903,0.1484,0.0002,0.0
1,3.3,56.5,0.8477,0.168,0.0001,0.0001
1,4.0,56.5,1.875,0.2344,0.0,0.0
1,3.3,56.5,0.5156,1.4414,0.0,0.0
1,7.5,56.5,0.0625,0.3398,0.0,0.0
1,2.6,56.5,0.0664,0.168,0.0003,0.0001
1,2.8,56.5,0.1094,0.3477,0.0,0.0
1,3.5,56.5,0.0469,0.2617,0.0,0.0
1,6.5,56.5,0.0625,0.1523,0.0,0.0
1,5.0,56.5,0.0469,0.1328,0.0,0.0
1,4.3,56.5,0.1094,0.2812,0.0,0.0
1,3.5,56.4,0.0469,0.1484,0.0,0.0
1,2.0,56.4,0.1133,0.1406,0.0,0.0
1,4.2,56.4,0.1719,1.1016,0.0113,0.0073
1,7.9,56.4,0.0938,0.375,0.0,0.0
1,2.7,56.5,0.0469,0.207,0.0,0.0001
1,3.4,56.5,0.0625,0.2656,0.0,0.0
1,1.2,56.5,0.0781,0.4297,0.0,0.0
1,2.8,56.5,0.0625,0.1562,0.0,0.0
1,3.4,56.4,0.0469,0.1523,0.0,0.0
1,2.3,56.4,0.0625,0.3984,0.0,0.0
1,4.0,56.4,0.0469,0.1406,0.0,0.0
1,2.1,56.4,0.0469,0.1875,0.0,0.0011
1,1.9,56.4,0.0,0.0312,0.0,0.0
1,5.1,56.6,0.0469,0.1484,0.0,0.0
1,5.1,56.4,0.125,0.4219,0.0,0.0
1,2.5,56.4,0.0312,0.1406,0.0015,0.0035
1,3.3,56.4,0.0469,0.1562,0.0003,0.0017
1,2.3,56.4,0.0781,0.1758,0.0,0.0
1,3.4,56.4,0.0469,0.1406,0.0,0.0
1,5.2,56.4,0.0781,0.2031,0.0,0.0
1,2.0,56.4,0.0156,0.0859,0.0002,0.0002
1,3.4,56.4,0.0469,0.2422,0.0,0.0
1,5.2,56.6,0.0786,0.2734,0.0,0.0
1,9.3,56.5,0.3379,1.1094,0.0,0.0001
1,8.2,56.5,0.0625,0.3398,0.0,0.0
1,1.9,56.5,0.125,0.5195,0.0,0.0
1,1.9,56.4,0.0781,0.2773,0.0,0.0
1,1.8,56.4,0.0469,0.1328,0.0,0.0
1,3.3,56.5,0.0469,0.1211,0.0,0.0008
1,3.6,56.5,0.0,0.0352,0.0,0.0
1,1.4,56.4,0.0469,0.1016,0.0,0.0016
1,2.9,56.5,0.2969,0.125,0.0,0.0
1,1.2,56.5,0.2344,0.1211,0.0,0.0008
1,4.5,56.5,0.1094,0.1328,0.0,0.0001
1,7.0,56.7,0.2227,0.2383,0.0,0.0
1,3.2,56.5,0.2461,0.2773,0.0003,0.0002
1,2.9,56.5,0.1875,0.2578,0.004,0.013
1,1.6,56.5,0.0781,0.1758,0.0001,0.0021
1,1.4,56.5,0.0469,0.125,0.0,0.0
1,1.7,56.5,0.125,0.4023,0.0,0.0
1,2.9,56.5,0.0156,0.0898,0.0,0.0
1,6.4,56.5,0.1406,0.2344,0.0,0.0003
1,3.2,56.5,0.0625,0.1523,0.0,0.0003
1,5.0,56.5,0.0312,0.1484,0.0001,0.0001
1,3.2,56.5,0.0781,0.2148,0.0007,0.0004
1,5.1,56.4,0.0312,0.3906,0.0027,0.0109
1,3.1,56.5,0.0156,0.1328,0.0003,0.0019
1,3.7,56.5,0.0,0.0352,0.0,0.0002
1,3.6,56.5,0.4844,2.1992,0.0,0.0
1,3.5,56.5,0.0156,0.1211,0.0,0.0
1,2.8,56.5,0.0,0.0703,0.0,0.0
1,1.9,56.4,0.0,0.0625,0.0,0.0
1,3.3,56.4,0.0,0.0859,0.0,0.0
1,2.7,56.4,0.125,0.3281,0.0,0.0
1,2.9,56.4,0.0781,0.1914,0.0,0.0002
1,7.0,56.4,0.0,0.3477,0.0,0.0
1,3.1,56.4,0.0,0.0586,0.0,0.0
1,2.6,56.4,0.0156,0.3984,0.0,0.0
1,2.0,56.4,0.0,0.0117,0.0,0.0
1,12.0,56.5,11.5762,2.7148,0.0,0.0
1,11.8,56.6,25.6582,2.2344,0.0,0.0
1,4.9,56.7,0.0,0.0703,0.0,0.0
1,3.5,56.7,0.0,0.3359,0.0,0.0
1,6.8,56.7,0.0,0.0938,0.0,0.0
1,2.7,56.7,0.0,0.0664,0.0,0.0
1,7.7,57.0,0.3594,0.2773,0.0001,0.0001
1,6.9,56.7,0.0,0.1484,0.0,0.0
1,2.1,56.7,0.0,0.0586,0.0,0.0
1,2.2,56.7,0.0,0.0625,0.0,0.0
1,3.2,56.7,0.0,0.0586,0.0,0.0
1,4.3,56.7,0.0,0.2383,0.0,0.0
1,3.9,56.7,0.0,0.1211,0.0,0.0
1,2.0,56.7,0.0,0.0703,0.0,0.0
1,3.3,56.7,0.2969,0.9961,0.0,0.0
1,2.9,56.7,0.0,0.3477,0.0,0.0011
1,3.6,56.7,0.0469,0.6445,0.0015,0.0036
1,7.7,56.7,0.0,0.168,0.0003,0.0017
1,2.0,56.7,0.0,0.0742,0.0,0.0
1,1.5,56.7,0.0,0.0625,0.0,0.0
1,2.5,56.7,0.0,0.0547,0.0,0.0
1,4.5,56.7,0.0,0.1992,0.0002,0.0002
1,2.9,56.7,0.0,0.0664,0.0,0.0
1,7.0,56.7,0.0,0.1641,0.0,0.0
1,6.8,56.7,0.0,0.0312,0.0,0.0
1,2.1,56.7,0.0,0.0586,0.0,0.0
1,4.8,56.4,2.9766,0.1641,0.0,0.0
1,8.8,56.4,0.0996,0.418,0.0,0.0
1,2.1,56.4,0.0,0.0547,0.0,0.0
1,2.5,56.4,0.0156,0.1211,0.0,0.0
1,3.0,56.4,0.2344,0.8477,0.0,0.0
1,1.7,56.4,0.0,0.1953,0.0,0.0
1,2.5,56.4,0.0,0.0586,0.0001,0.0001
1,2.7,56.4,0.0,0.0703,0.0,0.0001
1,3.9,56.4,0.0,0.0625,0.0,0.0
1,1.8,56.3,0.0469,0.1875,0.0,0.0
1,3.2,56.3,0.0,0.0703,0.0,0.0
1,4.3,56.5,0.0625,0.293,0.0,0.0
1,4.5,56.3,0.1406,0.4766,0.0,0.0003
1,3.4,56.3,0.0,0.0664,0.0,0.0001
1,6.7,56.3,0.0,0.0547,0.0,0.0
1,4.2,56.3,0.0,0.1758,0.0,0.0
1,3.6,56.3,0.0,0.0352,0.0,0.0
1,2.5,56.3,0.0,0.0625,0.0,0.0
1,1.7,56.3,0.0,0.0586,0.0,0.0
1,2.5,56.3,0.0,0.0625,0.0,0.0
1,5.4,56.4,0.3926,0.4102,0.0014,0.0035
1,3.0,56.4,0.0,0.0625,0.0003,0.0016
1,8.5,56.4,0.0156,0.2539,0.0,0.0
1,5.1,56.4,0.0,0.1055,0.0001,0.0002
1,1.5,56.4,0.0,0.2188,0.0,0.0
1,2.6,56.4,0.0,0.0664,0.0001,0.0001
1,4.3,56.4,0.0,0.0898,0.0,0.0001
1,3.4,56.4,0.0,0.0625,0.0,0.0
1,1.9,56.4,0.0469,0.2617,0.0,0.0
1,4.2,56.4,0.0,0.0625,0.0,0.0
1,2.2,56.4,0.0625,0.0586,0.0,0.0
1,3.3,56.4,0.0039,0.1328,0.0,0.0
1,8.0,56.4,0.0625,0.4414,0.0,0.0
1,3.1,56.4,0.0156,0.1289,0.0,0.0
1,5.0,56.4,0.0,0.1523,0.0,0.0
1,5.0,56.4,0.0,0.0586,0.0,0.0
1,1.6,56.4,0.1875,0.6797,0.0,0.0
1,3.9,56.4,0.0,0.0898,0.0,0.0001
1,4.9,56.4,0.0,0.0625,0.0,0.0
1,2.5,56.4,0.1094,0.5117,0.0,0.0
1,2.0,56.4,0.0,0.0586,0.0,0.0
1,3.0,56.4,0.0,0.0664,0.0,0.0
1,7.1,56.5,0.0,0.1133,0.0,0.0
1,5.7,56.4,0.0,0.1914,0.0,0.0
1,1.6,56.4,0.0,0.0781,0.0,0.0
1,3.5,56.4,0.0,0.0586,0.0,0.0
1,2.4,56.4,0.0,0.0625,0.0,0.0
1,2.6,56.4,0.0,0.0664,0.0,0.0
1,4.8,56.4,0.0,0.0664,0.0,0.0
1,3.0,56.4,0.0,0.0703,0.0,0.0
1,4.7,56.5,0.0,0.1836,0.0015,0.0036
1,2.5,56.5,0.0,0.043,0.0003,0.0017
1,2.7,56.5,0.7305,0.4805,0.0,0.0
1,8.1,56.5,0.0,0.3438,0.0,0.0
1,3.3,56.3,0.0469,0.1914,0.0,0.0
1,3.5,56.3,0.0156,0.2695,0.0002,0.0002
1,3.6,56.3,0.125,0.332,0.0,0.0
1,4.4,56.3,0.0,0.082,0.0,0.0
1,7.0,56.3,0.125,0.1797,0.0059,0.0144
1,2.6,56.4,0.0073,2.4297,0.0049,0.0064
1,2.7,56.4,0.0,0.0703,0.0,0.0
1,3.6,56.4,0.0898,0.7344,0.0,0.0
1,2.9,56.3,0.0156,0.2656,0.0,0.0
1,6.7,56.6,0.0,0.1445,0.0,0.0
1,3.4,56.4,0.0,0.3008,0.0,0.0
1,2.6,56.4,0.0,0.082,0.0,0.0
1,1.5,56.4,0.0,0.0742,0.0,0.0001
1,3.5,56.4,0.0,0.0664,0.0001,0.0
1,3.0,56.4,0.0156,0.4492,0.0001,0.0001
1,3.2,56.4,0.0781,0.2969,0.0,0.0
1,2.6,56.4,0.0,0.0352,0.0,0.0
1,3.1,56.4,0.0,0.0625,0.0,0.0
1,3.4,56.4,0.0,0.0664,0.0,0.0001
1,3.4,56.4,0.0,0.1133,0.0,0.0
1,7.2,56.4,0.125,0.4609,0.0,0.0
1,5.3,56.3,0.3125,0.4766,0.0,0.0
1,2.3,56.3,0.0234,0.1055,0.0,0.0
1,2.5,56.3,0.0,0.0586,0.0,0.0002
1,4.7,56.3,0.0781,0.2461,0.0,0.0002
1,3.4,56.3,0.0,0.1953,0.0,0.0002
1,2.3,56.3,0.8223,0.0977,0.0014,0.0037
1,3.0,56.3,0.0,0.0547,0.0003,0.0016
1,2.3,56.3,0.2227,0.6953,0.0,0.0
1,2.5,56.3,0.0,0.0625,0.0,0.0
1,7.6,56.4,3.2485,0.7109,0.0,0.0
1,21.7,57.1,33.583,1.2383,0.0,0.0
1,34.2,57.1,26.1841,3.293,0.0042,0.0066
1,23.8,57.5,34.3013,4.1875,0.0135,0.102
1,27.7,57.7,5.3965,9.6797,0.0079,0.0138
1,20.4,57.6,2.5322,3.0278,0.0078,0.0393
1,20.7,57.8,6.2485,3.4805,0.0119,0.0604
1,27.3,58.0,25.6953,3.5352,0.0176,0.2091
1,29.6,58.4,9.6118,9.4062,0.0162,0.334
1,22.6,58.5,30.5117,6.7812,0.0199,0.4916
1,28.7,58.9,10.0479,7.124,0.0178,0.7711
1,26.3,58.8,17.5806,7.7544,0.0096,0.2198
1,28.8,58.9,6.2021,4.6484,0.0081,0.3613
1,20.8,58.9,6.3262,3.6914,0.013,0.1966
1,19.3,59.8,1.5,3.4688,0.022,0.5623
1,20.7,59.2,4.5693,0.9805,0.0052,0.2547
1,19.9,59.2,14.8384,28.4922,0.0076,0.357
1,20.3,59.3,26.813,17.5938,0.0082,0.3874
1,20.6,59.3,13.7363,9.5781,0.0068,0.3093
1,15.0,59.4,26.2632,4.6094,0.0026,0.1077
1,18.0,59.6,44.7637,9.6055,0.0031,0.1315
1,17.4,59.5,26.9912,2.5391,0.0037,0.1687
1,15.7,59.5,47.0073,5.4922,0.002,0.0829
1,17.3,59.5,36.8809,2.5,0.0021,0.0824
1,14.3,59.5,34.3213,0.5039,0.0023,0.099
1,24.3,60.1,33.9644,5.3672,0.0045,0.101
1,26.2,60.1,37.4897,3.9648,0.0059,0.2283
1,20.6,58.4,40.0684,0.4531,0.0107,0.5083
1,17.4,58.3,36.3208,3.1406,0.0188,0.8539
1,18.1,58.4,34.75,3.9766,0.0136,0.6176
1,21.4,58.8,37.9858,2.2422,0.0041,0.1978
1,29.6,59.1,42.4487,2.1367,0.0028,0.1171
1,27.9,59.0,34.8745,16.8672,0.0086,0.3955
1,36.2,59.2,29.5049,15.8516,0.0045,0.1959
1,31.6,59.0,28.4473,2.3247,0.0109,0.5891
1,35.7,59.0,28.022,4.0938,0.0136,0.6204
1,32.6,59.1,31.5254,9.1172,0.0223,0.4702
1,34.3,58.9,19.8301,9.8086,0.0111,0.1057
1,34.8,58.7,15.5601,8.7617,0.0237,1.1623
1,34.3,58.8,24.9907,6.9302,0.0068,0.1392
1,23.1,58.8,31.0527,3.3359,0.0147,0.0189
1,29.0,58.8,32.7871,3.0508,0.0202,0.3117
1,22.7,58.8,32.9014,12.1914,0.0079,0.3948
1,23.7,58.9,40.502,0.6758,0.0133,0.3077
1,23.9,58.8,44.7871,8.0625,0.0052,0.3141
1,22.0,58.8,36.9624,2.6992,0.0038,0.171
1,24.3,58.9,38.9414,3.7188,0.0077,0.3814
1,27.0,59.0,24.7622,11.1914,0.0054,0.2784
1,25.4,59.1,41.1899,62.0,0.0045,0.1905
1,27.1,59.2,28.5093,23.9219,0.0034,0.174
1,23.5,59.2,18.8086,15.4023,0.0051,0.2018
1,30.4,59.3,34.5371,4.7617,0.0182,0.8955
1,30.8,62.0,59.9473,22.7031,0.0126,0.5753
1,24.5,62.0,73.7329,71.1641,0.0135,0.5965
1,12.6,61.9,41.9263,84.2578,0.0184,1.0276
1,28.7,62.3,73.0449,51.5664,0.0259,1.0709
1,30.2,62.3,88.354,16.6719,0.0202,0.3203
1,20.1,62.1,120.5317,10.6055,0.0201,0.713
1,13.1,62.0,76.376,12.2109,0.0223,1.1553
1,19.2,62.2,114.7422,42.5195,0.0179,0.9702
1,18.6,62.2,93.937,6.6406,0.0073,0.3252
1,20.6,62.0,95.2544,6.5352,0.0077,0.3138
1,26.5,62.2,82.8281,6.6523,0.01,0.4588
1,21.0,62.2,76.2378,5.3516,0.0038,0.1622
1,19.8,62.3,105.2314,20.0508,0.0101,0.4284
1,22.0,62.2,75.0127,19.9219,0.0182,0.8945
1,17.4,62.3,81.6724,15.4414,0.0145,0.7038
1,16.1,59.7,89.5049,50.0234,0.009,0.4198
1,18.2,59.8,103.8208,7.3477,0.0125,0.5703
1,17.4,60.0,89.0693,1.4766,0.0073,0.3875
1,16.6,60.0,127.2358,13.0898,0.0071,0.3256
1,21.7,60.0,117.1206,11.6836,0.005,0.225
1,21.6,60.1,82.6724,11.3516,0.005,0.2004
1,20.7,60.5,94.6016,4.9844,0.0078,0.3497
1,24.5,60.3,89.3989,27.8086,0.0196,0.9624
1,21.8,60.3,101.5801,3.0391,0.0111,0.5627
1,21.7,60.2,89.1929,16.8398,0.0021,0.0931
1,21.4,60.3,118.769,3.2422,0.007,0.2967
1,22.3,60.3,83.8438,24.6016,0.0217,1.0421
1,21.0,60.3,83.6465,2.9492,0.0194,1.0038
1,18.6,60.3,107.9023,15.6328,0.0148,0.6789
1,19.8,60.4,149.6128,1.8672,0.0117,0.5494
1,22.7,60.4,91.5601,7.4961,0.0158,0.8032
1,25.6,60.4,92.7075,13.4492,0.0143,0.6952
1,26.2,60.7,214.5781,13.332,0.0063,0.2738
1,24.8,60.6,134.9619,33.2812,0.0053,0.23
1,20.0,60.5,119.5239,15.7109,0.0057,0.2547
1,23.7,60.5,137.4521,3.6602,0.0216,0.8039
1,20.7,60.3,82.7344,11.5039,0.0084,0.4073
1,21.3,60.5,97.1362,7.3555,0.0039,0.1631
1,27.1,60.5,143.2803,11.0273,0.0071,0.2188
1,22.4,60.4,101.3545,17.0234,0.0072,0.2787
1,19.9,60.3,184.5327,4.2578,0.0173,0.7394
1,18.0,60.6,197.8486,0.4141,0.0108,0.5212
1,16.6,60.4,127.1357,4.1992,0.0166,0.7818
